,message,label
362,"Den only weekdays got special price... Haiz... Cant eat liao... Cut nails oso muz wait until i finish drivin wat, lunch still muz eat wat... ",ham
363,She just broke down a list of reasons why nobody's in town and I can't tell if she's being sarcastic or just faggy,ham
364, &lt;DECIMAL&gt; m but its not a common car here so its better to buy from china or asia. Or if i find it less expensive. I.ll holla,ham
365,The greatest test of courage on earth is to bear defeat without losing heart....gn tc,ham
366,SORRY IM STIL FUCKED AFTER LAST NITE WENT TOBED AT 430 GOT UP 4 WORK AT 630,ham
367,Hey so whats the plan this sat? ,ham
368,Beauty sleep can help ur pimples too.,ham
369,Great. Hope you are using your connections from mode men also cos you can never know why old friends can lead you to today,ham
370,Natalja (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468,spam
371,Where to get those?,ham
372,"Kind of. Just missed train cos of asthma attack, nxt one in half hr so driving in. not sure where to park.",ham
373,Ball is moving a lot.will spin in last :)so very difficult to bat:),ham
374,Haiyoh... Maybe your hamster was jealous of million,ham
375,Can you please send me my aunty's number,ham
376,I'm glad. You are following your dreams.,ham
377,I've reached home finally...,ham
378,"URGENT. Important information for 02 user. Today is your lucky day! 2 find out why , log onto http://www.urawinner.com there is a fantastic surprise awaiting you !",spam
379,WINNER!! As a valued network customer you have been selected to receivea �900 prize reward! To claim call 09061701461. Claim code KL341. Valid 12 hours only.,spam
380,"Wn u r hurt by d prsn who s close 2 u, do fight wit dem. Coz somtimes dis fight saves a relation bt being quiet leaves nothin in a relation.. Gud eveB-)",ham
381,U can call now...,ham
382,"Science tells that chocolate will melt under the sunlight. Please don't walk under the sunlight. BCoz,I don't want to loss a sweet friend.",ham
383,Yes. I come to nyc for audiitions and am trying to relocate.,ham
384,I pocked you up there before,ham
385,Congrats. That's great. I wanted to tell you not to tell me your score cos it might make me relax. But its motivating me so thanks for sharing,ham
386,I wud never mind if u dont miss me or if u dont need me.. But u wil really hurt me wen u need me &amp; u dont tell me......... Take care:-),ham
387,Hey mr whats the name of that bill brison book the one about language and words ,ham
388,"Okay, good, no problem, and thanx!",ham
389,"For you information, IKEA is spelled with all caps. That is not yelling. when you thought i had left you, you were sitting on the bed among the mess when i came in. i said we were going after you got home from class. please don't try and bullshit me. It makes me want to listen to you less.",ham
390,Call me when u're done...,ham
391,G.W.R,ham
392,You best watch what you say cause I get drunk as a motherfucker,ham
393,Kit Strip - you have been billed 150p. Netcollex Ltd. PO Box 1013 IG11 OJA,spam
394,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com,spam
395,Please CALL 08712402578 immediately as there is an urgent message waiting for you,spam
396,thesmszone.com lets you send free anonymous and masked messages..im sending this message from there..do you see the potential for abuse???,ham
397,"WELL DONE! Your 4* Costa Del Sol Holiday or �5000 await collection. Call 09050090044 Now toClaim. SAE, TCs, POBox334, Stockport, SK38xh, Cost�1.50/pm, Max10mins",spam
398,Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL,ham
399,"Erm... Woodland avenue somewhere. Do you get the parish magazine, his telephone number will be in there.",ham
400,Are there TA jobs available? Let me know please cos i really need to start working,ham
401,Aiyar hard 2 type. U later free then tell me then i call n scold n tell u.,ham
402,Yup i'm free...,ham
403,"Good good, billy mates all gone. Just been jogging, again! Did enjoy concert?",ham
404,Yo come over carlos will be here soon,ham
405,Awww dat is sweet! We can think of something to do he he! Have a nice time tonight ill probably txt u later cos im lonely :( xxx.,ham
406,I guess it is useless calling u 4 something important.,ham
407,Ha ha - had popped down to the loo when you hello-ed me. Hello!,ham
408,He dint tell anything. He is angry on me that why you told to abi.,ham
409,Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058091854 NOW all will be revealed. PO BOX385 M6 6WU,spam
410,It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance.,ham
411,I keep ten rs in my shelf:) buy two egg.,ham
412,"I wasn't well babe, i have swollen glands at my throat ... What did you end up doing ?",ham
413,Is ur changes 2 da report big? Cos i've already made changes 2 da previous report.,ham
414,Captain is in our room:),ham
415,"I can't speak, bcaz mobile have problem. I can listen you but you cann't listen my voice. So i calls you later.",ham
416,HIYA STU WOT U UP 2.IM IN SO MUCH TRUBLE AT HOME AT MOMENT EVONE HATES ME EVEN U! WOT THE HELL AV I DONE NOW? Y WONT U JUST TELL ME TEXT BCK PLEASE LUV DAN ,ham
417,S...i will take mokka players only:),ham
418,Are you still playing with gautham?,ham
419,Hey mr  and I are going to the sea view and having a couple of gays I mean games! Give me a bell when ya finish ,ham
420,"K, jason says he's gonna be around so I'll be up there around  &lt;#&gt;",ham
421,Sorry . I will be able to get to you. See you in the morning.,ham
422,Aight well keep me informed,ham
423,I am not having her number sir,ham
424,Am only searching for good dual sim mobile pa.,ham
425,That seems unnecessarily hostile,ham
426,Dude got a haircut. Now its breezy up there,ham
427,"Congrats! 2 mobile 3G Videophones R yours. call 09061744553 now! videochat wid ur mates, play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150pm",spam
428,1Apple/Day=No Doctor. 1Tulsi Leaf/Day=No Cancer. 1Lemon/Day=No Fat. 1Cup Milk/day=No Bone Problms 3 Litres Watr/Day=No Diseases Snd ths 2 Whom U Care..:-),ham
429,i thought we were doing a king of the hill thing there.,ham
430,Nope i'll come online now..,ham
431,ALSO TELL HIM I SAID HAPPY BIRTHDAY,ham
432,Y bishan lei... I tot �_ say lavender? ,ham
433,Boo what time u get out? U were supposed to take me shopping today. :(,ham
434,"Now u sound like manky scouse boy steve,like! I is travelling on da bus home.wot has u inmind 4 recreation dis eve?",ham
435,"Fyi I'm taking a quick shower, be at epsilon in like  &lt;#&gt;  min",ham
436,on a Tuesday night r u 4 real,ham
437,Yes when is the appt again?,ham
438,Just got outta class gonna go gym.,ham
439,I want to sent  &lt;#&gt; mesages today. Thats y. Sorry if i hurts,ham
440,�� all write or wat..,ham
441,Ha! I wouldn't say that I just didn't read anything into way u seemed. I don't like 2 be judgemental....i save that for fridays in the pub!,ham
442,Its a valentine game. . . send dis msg to all ur friends. . If 5 answers r d same then someone really loves u. . Ques- which colour suits me the best?,ham
443,Hi:)did you asked to waheeda fathima about leave?,ham
444,Enjoy urself tmr...,ham
445,You still around? I could use a half-8th,ham
446,U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597,spam
447,You give us back my id proof and  &lt;#&gt;  rs. We wont allow you to work. We will come to your home within days,ham
448,�� bot notes oredi... Cos i juz rem i got...,ham
449,Yes. Rent is very expensive so its the way we save.,ham
450,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng",ham
451,Hows the pain dear?y r u smiling?,ham
452,"Fun fact: although you would think armand would eventually build up a tolerance or some shit considering how much he smokes, he gets fucked up in like 2 hits",ham
453,important information 4 orange user 0789xxxxxxx. today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!,spam
454,"Sorry, I can't help you on this.",ham
455,Great. So should i send you my account number.,ham
456,"HELLOGORGEOUS, HOWS U? MY FONE WAS ON CHARGE LST NITW WEN U TEXD ME. HOPEU AD A NICE WKEND AS IM SURE U DID LOOKIN 4WARD 2 C-IN U 2MRW LUV JAZ",ham
457,"Our dating service has been asked 2 contact U by someone shy! CALL 09058091870 NOW all will be revealed. POBox84, M26 3UZ 150p",spam
458,�� only send me the contents page...,ham
459,"Night sweet, sleep well! I've just been to see The Exorcism of Emily Rose and may never sleep again! Hugs and snogs! ",ham
460,"Don't Think About \What u Have Got\"" Think About \""How to Use It That You Have Got\"" gooD ni8""",ham
461,"I can't right this second, gotta hit people up first",ham
462,"Evry Emotion dsn't hav Words.Evry Wish dsn't hav Prayrs.. If u Smile,D World is wit u.Othrwise even d Drop of Tear dsn't lik 2 Stay wit u.So b happy.. Good morning, keep smiling:-)",ham
463,So what about you. What do you remember,ham
464,Ujhhhhhhh computer shipped out with address to sandiago and parantella lane. Wtf. Poop.,ham
465,Mm yes dear look how i am hugging you both. :-P,ham
466,I like dis sweater fr mango but no more my size already so irritating.,ham
467,1 I don't have her number and 2 its gonna be a massive pain in the ass and i'd rather not get involved if that's possible,ham
468,Anytime lor...,ham
469,Do you want a new Video handset? 750 any time any network mins? UNLIMITED TEXT? Camcorder? Reply or Call now 08000930705 for del Sat AM,spam
470,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng,ham
471,"Ur balance is now �600. Next question: Complete the landmark, Big, A. Bob, B. Barry or C. Ben ?. Text A, B or C to 83738. Good luck!",ham
472,Me fine..absolutly fine,ham
473,K and you're sure I don't have to have consent forms to do it :V,ham
474,Ur TONEXS subscription has been renewed and you have been charged �4.50. You can choose 10 more polys this month. www.clubzed.co.uk *BILLING MSG*,spam
475,"If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy",spam
476,How much is torch in 9ja.,ham
477,"Doing nothing, then u not having dinner w us?",ham
478,How are you. Just checking up on you,ham
479,Done it but internet connection v slow and can���t send it. Will try again later or first thing tomo.,ham
480,Mathews or tait or edwards or anderson,spam
481,yeah sure thing mate haunt got all my stuff sorted but im going sound anyway promoting hex for .by the way who is this? dont know number. Joke,ham
482,No need lar i go engin? Cos my sis at arts today...,ham
483,Thanks honey but still haven't heard anything I will leave it a bit longer so not 2 crowd him and will try later - great advice thanks hope cardiff is still there!,ham
484,Do you want a New Nokia 3510i Colour Phone Delivered Tomorrow? With 200 FREE minutes to any mobile + 100 FREE text + FREE camcorder Reply or Call 8000930705,spam
485,", im .. On the snowboarding trip. I was wondering if your planning to get everyone together befor we go..a meet and greet kind of affair? Cheers, ",ham
486,S.i'm watching it in live..,ham
487,"see you then, we're all christmassy here!",ham
488,"K I'm ready,  &lt;#&gt; ?",ham
489,"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!",ham
490,The greatest test of courage on earth is to bear defeat without losing heart....gn tc,ham
491,what are your new years plans?,ham
492,RECPT 1/3. You have ordered a Ringtone. Your order is being processed...,spam
493,Baaaaaaaabe! Wake up ! I miss you ! I crave you! I need you!,ham
494,"Only just got this message, not ignoring you. Yes, i was. Shopping that is",ham
495,Dear :-/ why you mood off. I cant drive so i brother to drive,ham
496,When did dad get back.,ham
497,"Can you tell Shola to please go to college of medicine and visit the academic department, tell the academic secretary what the current situation is and ask if she can transfer there. She should ask someone to check Sagamu for the same thing and lautech. Its vital she completes her medical education in Nigeria. Its less expensive much less expensive. Unless she will be getting citizen rates in new zealand.",ham
498,Yes just finished watching days of our lives. I love it.,ham
499,Juz go google n search 4 qet...,ham
500,Many times we lose our best ones bcoz we are ,ham
501,"Good FRIENDS CaRE for each Other.. CLoSE Friends UNDERSTaND each Other... and TRUE Friends STaY forever beyond words, beyond time. Gud ni8",ham
502,Just getting back home,ham
503,"Sorry, I'll call later  &lt;#&gt; mins",ham
504,Dun need to use dial up juz open da browser n surf...,ham
505,As one of our registered subscribers u can enter the draw 4 a 100 G.B. gift voucher by replying with ENTER. To unsubscribe text STOP,spam
506,"Awesome, plan to get here any time after like  &lt;#&gt; , I'll text you details in a wee bit",ham
507,Take care and sleep well.you need to learn to change in life.you only need to get CONVINCED on that.i will wait but no more conversations between us.GET CONVINCED by that time.Your family is over for you in many senses.respect them but not overemphasise.or u have no role in my life.,ham
508,"For your chance to WIN a FREE Bluetooth Headset then simply reply back with \ADP\""""",spam
509,You also didnt get na hi hi hi hi hi,ham
510,Ya but it cant display internal subs so i gotta extract them,ham
511,If i said anything wrong sorry de:-),ham
512,Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.,ham
513,How stupid to say that i challenge god.You dont think at all on what i write instead you respond immed.,ham
514,"Yeah I should be able to, I'll text you when I'm ready to meet up",ham
515,V skint too but fancied few bevies.waz gona go meet &othrs in spoon but jst bin watchng planet earth&sofa is v comfey; If i dont make it hav gd night,ham
516," says that he's quitting at least5times a day so i wudn't take much notice of that. Nah, she didn't mind. Are you gonna see him again? Do you want to come to taunton tonight? U can tell me all about !",ham
517,"When you get free, call me",ham
518,How have your little darlings been so far this week? Need a coffee run tomo?Can't believe it's that time of week already ��_,ham
519,Ok i msg u b4 i leave my house.,ham
520,Still at west coast... Haiz... ��'ll take forever to come back...,ham
521,MMM ... Fuck .... Merry Christmas to me,ham
522,alright. Thanks for the advice. Enjoy your night out. I'ma try to get some sleep...,ham
523,Update your face book status frequently :),ham
524,Just now saw your message.it k da:),ham
525,Was it something u ate?,ham
526,So what did the bank say about the money?,ham
527,Aiyar dun disturb u liao... Thk u have lots 2 do aft ur cupboard come...,ham
528,Hey they r not watching movie tonight so i'll prob b home early...,ham
529,Yar lor... How u noe? U used dat route too?,ham
530,2mro i am not coming to gym machan. Goodnight.,ham
531,Dont think you need yellow card for uk travel. Ask someone that has gone before. If you do its just  &lt;#&gt; bucks,ham
532,Can u look 4 me in da lib i got stuff havent finish yet.,ham
533,Sounds great! Im going to sleep now. Have a good night!,ham
534,Don't b floppy... b snappy & happy! Only gay chat service with photo upload call 08718730666 (10p/min). 2 stop our texts call 08712460324,spam
535,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?",ham
536,How come u got nothing to do?,ham
537,Nothing will ever be easy. But don't be looking for a reason not to take a risk on life and love,ham
538,i want to grasp your pretty booty :),ham
539,I've got it down to a tea. not sure which flavour,ham
540,I'm going 2 orchard now laready me reaching soon. U reaching?,ham
541,Dear i am not denying your words please,ham
542,You know my old Dom I told you about yesterday ? His name is Roger? He got in touch with me last night and wants me to meet him today at 2 pm,ham
543,COME BACK TO TAMPA FFFFUUUUUUU,ham
544,"2 celebrate my b��day, y else?",ham
545,Merry christmas to u too annie!,ham
546,Please tell me you have some of that special stock you were talking about,ham
547,I sent them. Do you like?,ham
548,"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or �1000. To claim txt DIS to 87121 18+6*�1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ",spam
549,"Awesome, be there in a minute",ham
550,"And that is the problem. You walk around in \julianaland\"" oblivious to what is going on around you. I say the same things constantly and they go in one ear and out the other while you go off doing whatever you want to do. It's not that you don't know why I'm upset--it's that you don't listen when i tell you WHAT is going to upset me. Then you want to be surprised when I'm mad.""",ham
551,I've told you everything will stop. Just dont let her get dehydrated.,ham
552,Or I guess  &lt;#&gt;  min,ham
553,I'm home. Ard wat time will u reach?,ham
554,"Storming msg: Wen u lift d phne, u say \HELLO\"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? \""Margaret Hello\"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person",ham
555,"If you want to mapquest it or something look up \usf dogwood drive\""",ham
556,Aight should I just plan to come up later tonight?,ham
557,Die... I accidentally deleted e msg i suppose 2 put in e sim archive. Haiz... I so sad...,ham
558,"Welcome to UK-mobile-date this msg is FREE giving you free calling to 08719839835. Future mgs billed at 150p daily. To cancel send \go stop\"" to 89123""",spam
559,This is wishing you a great day. Moji told me about your offer and as always i was speechless. You offer so easily to go to great lengths on my behalf and its stunning. My exam is next friday. After that i will keep in touch more. Sorry.,ham
560,"Thanks again for your reply today. When is ur visa coming in. And r u still buying the gucci and bags. My sister things are not easy, uncle john also has his own bills so i really need to think about how to make my own money. Later sha.",ham
561,"Sorry I flaked last night, shit's seriously goin down with my roommate, what you up to tonight?",ham
562,He said i look pretty wif long hair wat. But i thk he's cutting quite short 4 me leh.,ham
563,Ranjith cal drpd Deeraj and deepak 5min hold,ham
564,"\CHEERS FOR CALLIN BABE.SOZI CULDNT TALKBUT I WANNATELL U DETAILS LATER WENWECAN CHAT PROPERLY X\""""",ham
565,Hey u still at the gym?,ham
566,"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,",ham
567,Much better now thanks lol,ham
568,"Nothing, smsing u n xy lor. Sorry lor da guys neva c u in person but they sort of know u lor. So u wan 2 meet them xy ask me 2 bring u along 4 our next meeting.",ham
569,"Lemme know when I can swing by and pick up, I'm free basically any time after 1 all this semester",ham
570,Wa... U so efficient... Gee... Thanx...,ham
571,3. You have received your mobile content. Enjoy,spam
572,S but not able to sleep.,ham
573,Want explicit SEX in 30 secs? Ring 02073162414 now! Costs 20p/min,spam
574,We will meet soon princess! Ttyl!,ham
575,I'll pick you up at about 5.15pm to go to taunton if you still want to come.,ham
576,Oh :-)only 4 outside players allowed to play know,ham
577,I anything lor.,ham
578,Erutupalam thandiyachu,spam
579,"Y cant u try new invention to fly..i'm not joking.,",ham
580,No..its ful of song lyrics..,ham
581,"What do u reckon as need 2 arrange transport if u can't do it, thanks",ham
582,True lov n care wil nevr go unrecognized. though somone often makes mistakes when valuing it. but they will definitly undrstnd once when they start missing it.,ham
583,Shopping? Eh ger i toking abt syd leh...Haha,ham
584,What not under standing.,ham
585,have * good weekend.,ham
586,Miss call miss call khelate kintu opponenter miss call dhorte lage. Thats d rule. One with great phone receiving quality wins.,ham
587,Call me when you get the chance plz &lt;3,ham
588,The new deus ex game comin early next yr,ham
589,My computer just fried the only essential part we don't keep spares of because my fucking idiot roommates looovvve leaving the thing running on full  &lt;#&gt; /7,ham
590,"My friend, she's studying at warwick, we've planned to go shopping and to concert tmw, but it may be canceled, havn't seen  for ages, yeah we should get together sometime!",ham
591,Probably a couple hours tops,ham
592,"LOL .. *grins* .. I'm not babe, but thanks for thinking of me!",ham
593,Man this bus is so so so slow. I think you're gonna get there before me,ham
594,Hope this text meets you smiling. If not then let this text give you a reason to smile. Have a beautiful day.,ham
595,"In case you wake up wondering where I am, I forgot I have to take care of something for grandma today, should be done before the parade",ham
596,Ok,ham
597,"Latest Nokia Mobile or iPOD MP3 Player +�400 proze GUARANTEED! Reply with: WIN to 83355 now! Norcorp Ltd.�1,50/Mtmsgrcvd18+",spam
598,"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE",spam
599,Nvm take ur time.,ham
600,So wat's da decision?,ham
601,Wot is u up 2 then bitch?,ham
602,Stupid.its not possible,ham
603,She told to hr that he want posting in chennai:)because i'm working here:),ham
604,Mobile Club: Choose any of the top quality items for your mobile. 7cfca1a,spam
605,When are you guys leaving?,ham
606,He neva grumble but i sad lor... Hee... Buy tmr lor aft lunch. But we still meetin 4 lunch tmr a not. Neva hear fr them lei. �� got a lot of work ar?,ham
607,Not able to do anything.,ham
608,�� takin linear algebra today?,ham
609,This weekend is fine (an excuse not to do too much decorating),ham
610,"Sorry I missed you babe. I was up late and slept in. I hope you enjoy your driving lesson, boytoy. I miss you too ... *teasing kiss*",ham
611,Now project pa. After that only i can come.,ham
612,Money i have won wining number 946 wot do i do next,ham
613,"Sure, whenever you show the fuck up &gt;:(",ham
614,That was random saw my old roomate on campus. He graduated,ham
615,"Congrats! 2 mobile 3G Videophones R yours. call 09061744553 now! videochat wid ur mates, play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150pm",spam
616,"Men always needs a beautiful, intelligent, caring, loving, adjustable, cooperative wife. But the law allows only one wife....",ham
617,That sucks. So what do you got planned for your yo valentine? I am your yo valentine aren't I?,ham
618,"Just got part Nottingham - 3 hrs 63miles. Good thing i love my man so much, but only doing 40mph. Hey ho",ham
619,What to think no one saying clearly. Ok leave no need to ask her. I will go if she come or not,ham
620,Hi good mornin.. Thanku wish u d same..,ham
621,DO U WANT 2 MEET UP 2MORRO,ham
622,Actually I decided I was too hungry so I haven't left yet :V,ham
623,I've sent �_ my part..,ham
624,Cos i was out shopping wif darren jus now n i called him 2 ask wat present he wan lor. Then he started guessing who i was wif n he finally guessed darren lor.,ham
625,"I want some cock! My hubby's away, I need a real man 2 satisfy me. Txt WIFE to 89938 for no strings action. (Txt STOP 2 end, txt rec �1.50ea. OTBox 731 LA1 7WS. )",ham
626,Understand. his loss is my gain :) so do you work? School?,ham
627,HOW ARE U? I HAVE MISSED U! I HAVENT BEEN UP 2 MUCH A BIT BORED WITH THE HOLIDAY WANT 2 GO BAK 2 COLLEGE! SAD ISNT IT?xx,ham
628,"Hiya, probably coming home * weekend after next",ham
629,Don't forget though that I love you .... And I walk beside you. Watching over you and keeping your heart warm.,ham
630,I wish things were different. I wonder when i will be able to show you how much i value you. Pls continue the brisk walks no drugs without askin me please and find things to laugh about. I love you dearly.,ham
631,Ok both our days. So what are you making for dinner tonite? Am I invited?,ham
632,Gr8 new service - live sex video chat on your mob - see the sexiest dirtiest girls live on ur phone - 4 details text horny to 89070 to cancel send STOP to 89070,spam
633,I have no money 4 steve mate! !,ham
634,IM LATE TELLMISS IM ON MY WAY,ham
635,Never blame a day in ur life. Good days give u happiness. Bad days give u experience. Both are essential in life! All are Gods blessings! good morning.:,ham
636,Normally i use to drink more water daily:),ham
637,Dare i ask... Any luck with sorting out the car?,ham
638,"Party's at my place at usf, no charge (but if you can contribute in any way it is greatly appreciated) and yeah, we got room for one more",ham
639,"Urgh, coach hot, smells of chip fat! Thanks again, especially for the duvet (not a predictive text word).",ham
640,Hiya. How was last night? I've been naughty and bought myself clothes and very little ... Ready for more shopping tho! What kind of time do you wanna meet?,ham
641,FreeMsg Hi baby wow just got a new cam moby. Wanna C a hot pic? or Fancy a chat?Im w8in 4uTxt / rply CHAT to 82242 Hlp 08712317606 Msg150p 2rcv,spam
642,I've been trying to reach him without success,ham
643,when you and derek done with class?,ham
644,Never y lei... I v lazy... Got wat? Dat day �_ send me da url cant work one...,ham
645,Never try alone to take the weight of a tear that comes out of ur heart and falls through ur eyes... Always remember a STUPID FRIEND is here to share... BSLVYL,ham
646,Hey mate. Spoke to the mag people. We���re on.  the is deliver by the end of the month. Deliver on the 24th sept. Talk later. ,ham
647,Hope you are having a good week. Just checking in,ham
648,"Haha, my friend tyler literally just asked if you could get him a dubsack",ham
649,"\Hey! do u fancy meetin me at 4 at cha �� hav a lil beverage on me. if not txt or ring me and we can meet up l8r. quite tired got in at 3 v.pist ;) love Pete x x x\""""",ham
650,Great. Have a safe trip. Dont panic surrender all.,ham
651,"\SYMPTOMS\"" when U are in love: \""1.U like listening songs 2.U get stopped where u see the name of your beloved 3.U won't get angry when your""",ham
652,Sun ah... Thk mayb can if dun have anythin on... Thk have to book e lesson... E pilates is at orchard mrt u noe hor...  ,ham
653,Try to do something dear. You read something for exams,ham
654,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st \Ur Lovely Friendship\""... good morning dear""",ham
655,Gettin rdy to ship comp,spam
656,I am in hospital da. . I will return home in evening,ham
657,PISS IS TALKING IS SOMEONE THAT REALISE U THAT POINT THIS AT IS IT.(NOW READ IT BACKWARDS),ham
658,Think + da. You wil do.,ham
659,I'm awake oh. What's up.,ham
660,Good afternoon my boytoy. How goes that walking here and there day ? Did you get that police abstract? Are you still out and about? I wake and miss you babe,ham
661,How much u trying to get?,ham
662,"Come around  &lt;DECIMAL&gt; pm vikky..i'm otside nw, il come by tht time",ham
663,Tell me again what your address is,ham
664,"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)",ham
665,Should i buy him a blackberry bold 2 or torch. Should i buy him new or used. Let me know. Plus are you saying i should buy the  &lt;#&gt; g wifi ipad. And what are you saying about the about the  &lt;#&gt; g?,ham
666,But you were together so you should be thinkin about him,ham
667,hiya hows it going in sunny africa? hope u r avin a good time. give that big old silver back a big kiss from me.,ham
668,At WHAT TIME should i come tomorrow,ham
669,Wanna have a laugh? Try CHIT-CHAT on your mobile now! Logon by txting the word: CHAT and send it to No: 8883 CM PO Box 4217 London W1A 6ZF 16+ 118p/msg rcvd,spam
670,\CHA QUITEAMUZING THAT��SCOOL BABE,spam
671,Omg how did u know what I ate?,ham
672,"\URGENT! This is the 2nd attempt to contact U!U have WON �1000CALL 09071512432 b4 300603t&csBCM4235WC1N3XX.callcost150ppmmobilesvary. max�7. 50\""""",spam
673,:( but your not here....,ham
674,Not directly behind... Abt 4 rows behind �_...,ham
675,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066,spam
676,"Had your contract mobile 11 Mnths? Latest Motorola, Nokia etc. all FREE! Double Mins & Text on Orange tariffs. TEXT YES for callback, no to remove from records",spam
677,"Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+",spam
678,No plans yet. What are you doing ?,ham
679,Hi ....My engagement has been fixd on  &lt;#&gt; th of next month. I know its really shocking bt....hmm njan vilikkam....t ws al of a sudn;-(.,ham
680,Not course. Only maths one day one chapter with in one month we can finish.,ham
681,Wow didn't think it was that common. I take it all back ur not a freak! Unless u chop it off:-),ham
682,"For ur chance to win a �250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/wk",spam
683,Noooooooo please. Last thing I need is stress. For once in your life be fair.,ham
684,U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08718727870150ppm,spam
685,"Mila, age23, blonde, new in UK. I look sex with UK guys. if u like fun with me. Text MTALK to 69866.18 . 30pp/txt 1st 5free. �1.50 increments. Help08718728876",spam
686,"I'll see if I can swing by in a bit, got some things to take care of here firsg",ham
687,I wanted to wish you a Happy New Year and I wanted to talk to you about some legal advice to do with when Gary and I split but in person. I'll make a trip to Ptbo for that. I hope everything is good with you babe and I love ya :),ham
688,Have you not finished work yet or something?,ham
689,Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow,ham
690,Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX �1.50,spam
691,Right it wasnt you who phoned it was someone with a number like yours!,ham
692,It's ok i wun b angry. Msg u aft i come home tonight.,ham
693,I had a good time too. Its nice to do something a bit different with my weekends for a change. See ya soon,ham
694,Yo sorry was in the shower sup,ham
695,"Carlos is down but I have to pick it up from him, so I'll swing by usf in a little bit",ham
696,Full heat pa:-) i have applyed oil pa.,ham
697,I'm stuck in da middle of da row on da right hand side of da lt... ,ham
698,Have you laid your airtel line to rest?,spam
699,Hi did u decide wot 2 get 4 his bday if not ill prob jus get him a voucher frm virgin or sumfing ,ham
700,FreeMsg: Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop,spam
701,\Hey j! r u feeling any better,ham
702,And I don't plan on staying the night but I prolly won't be back til late,ham
703,THANX 4 PUTTIN DA FONE DOWN ON ME!!,ham
704,"I need an 8th but I'm off campus atm, could I pick up in an hour or two?",ham
705,"Oh... Haha... Den we shld had went today too... Gee, nvm la... Kaiez, i dun mind goin jazz oso... Scared hiphop open cant catch up... ",ham
706,Been running but only managed 5 minutes and then needed oxygen! Might have to resort to the roller option!,ham
707,We live in the next  &lt;#&gt; mins,ham
